,Index,Word,CUI
3796,8216,tiopronin,C0025405
3797,8218,prevention kidney stone,C3203576
3798,8219,formation,C1522492
3799,8222,homozygous,C0019904
3800,8223,cystinuria,C0010691
3801,8224,urinary concentration,C0232827
3802,8225,cystine,C0010682
3803,8230,measures fluid intake,C3251814
3804,8232,increased fluid intake,C0426596
3805,8234,fluid intake decreased,C0426597
3806,8235,sodium,C0037473
3807,8236,protein urine,C0262923
3808,8237,protein urine,C1305628
3809,8239,trientine,C0040976
3810,8240,copper chelator,C2267179
3811,8242,wilsons disease,C0019202
3812,8246,adverse effects therapy,C0879626
3813,8247,penicillamine,C0030817
3814,8249,triptorelin,C0077275
3815,8251,palliative treatment cancer,C0920416
3816,8255,lowering intraocular pressure,C0028841
3817,8259,intraocular pressure lowering,C0028841
3818,8260,medications responsive,C1319171
3819,8263,target,C1521840
3820,8264,determined multiple,CL461695
3821,8266,measurements,C0242485
3822,8269,bronchial,C0205039
3823,8270,asthma asthma atopic dermatitis,C1853964
3824,8271,keloid scar disorders,C0022548
3825,8272,hypertrophic scar disorders,C0162810
3826,8273,asthma allergic atopic,C0155877
3827,8274,allergic rhinitis atopic,C0002103
3828,8278,pain control,C1304888
3829,8280,triclosan,C0040958
3830,8283,household products,C0020050
3831,8285,products soaps,C3465386
3832,8287,mouthwashes,C0026647
3833,8288,detergents,C0011740
3834,8289,toothpastes,C0040462
3835,8290,deodorants,C0011468
3836,8291,hand sanitizers,C2936697
3837,8292,hand sanitizers,C1330330
3838,8293,hand hand washes,C0018581
3839,8295,used,C0814514
3840,8296,care settings,C4034203
3841,8297,surgical scrubs,C2936698
3842,8299,personnel,C1527117
3843,8300,diloxanide,C0206816
3844,8302,primary treatment treatment,C1708063
3845,8305,cyst intestinal,C0948116
3846,8306,passers,C0491928
3847,8309,entamoeba histolytica,C0014323
3848,8313,nitroimidazoles,C0028179
3849,8318,infection respiratory,C0035243
3850,8320,infection gi,C0729555
3851,8321,meningitis due e coli,C0338395
3852,8323,shigella,C0036953
3853,8324,typhosa salmonella,C0036125
3854,8328,cough,C0010200
3855,8334,eye drops,C0015399
3856,8343,allergic conjunctivitis allergic,C0009766
3857,8345,allergic allergic rhinitis other allergic,C0348689
3858,8346,allergic allergic allergic conditions,C0851444
3859,8347,conjunctivitis allergic,C0009766
3860,8349,allergic rhinitis asthma,C1387164
3861,8351,asthma atopic allergic,C0155877
3862,8355,allergic reactions,C1527304
3863,8357,allergic urticaria,C0149526
3864,8359,allergies upper respiratory tract,CL501294
3865,8360,allergies food allergies,C0016470
3866,8363,perennial rhinitis,C0848309
3867,8365,food drug,C4036060
3868,8366,pruritus pruritus pruritus skin,C0033774
3869,8367,pruritus pruritus pruritus skin,CL449025
3870,8371,cholestasis,C0008370
3871,8372,insect bites,C0021564
3872,8374,dimethindene,C0012390
3873,8376,eruptive skin,C0015230
3874,8378,skin diseases,C0037274
3875,8380,chickenpox,C0008049
3876,8383,eczema,C0013595
3877,8384,other dermatoses,C0029574
3878,8385,pruriginous,C0439707
3879,8394,deficient fibrinogen,CL480897
3880,8396,deficient hereditary antithrombin iii hereditary,C2586031
3881,8399,anemias,C0002871
3882,8400,breast carcinoma hereditary,C0346153
3883,8404,growth failure,C0878787
3884,8405,turners syndrome,C0041408
3885,8406,turners syndrome,C0028326
3886,8410,disorders upper gastrointestinal,C0810300
3887,8411,region,C0205147
3888,8414,hydrochloric acid gastric,C0017119
3889,8417,gastric juice,C0017133
3890,8419,juice duodenal,C0227306
3891,8420,duodenal ulcers ulcers recurrent duodenal ulcers,C0581357
3892,8422,gastric ulcers prophylaxis,C0919581
3893,8426,ventricular tachycardias,C0042514
3894,8428,tachycardias atrial,C0546959
3895,8433,tachycardia,C0039231
3896,8435,glaucoma,C0017601
3897,8437,gastrointestinal disorders motility,C0854121
3898,8438,disorders associated,C1292726
3899,8441,nonulcer dyspepsia,C0267167
3900,8442,delayed gastric emptying,C0740411
3901,8444,alcohol withdrawal,C0236663
3902,8445,nadroparin,C0206232
3903,8446,prophylaxis thromboembolic,C0199242
3904,8447,thromboembolic disorders,C0040038
3905,8453,deep vein thrombosis prevention,C2585945
3906,8463,cardiovascular events,C1320716
3907,8464,stroke acute,C0751956
3908,8467,acute infarction myocardial infarction,C0155626
3909,8469,cerebral,C0007785
3910,8478,example,C1707959
3911,8480,heart attack,C0027051
3912,8485,myocardial infarction st elevation,C1536220
3913,8486,used used used used used bladder,C0882175
3914,8488,knee pain joint,C0231749
3915,8490,joint inflammation,C0003864
3916,8494,treatments retinal,C0947830
3917,8495,acetaminophen,C0000970
3918,8496,exercise physical therapy,C0452240
3919,8497,hyaluronic acid,C0020196
3920,8500,plastic surgery face,C0740423
3921,8501,wrinkles face,C0262478
3922,8502,filler,CL336349
3923,8503,other parts body,C1518646
3924,8505,ophthalmology,C0029087
3925,8507,extraction cataracts,C0007389
3926,8509,implantation,C0021107
3927,8510,intraocular lenses,C0023311
3928,8511,intraocular lenses,C0023319
3929,8512,corneal transplants,C0010042
3930,8515,filtration,C0016107
3931,8516,attachment,C1947904
3932,8517,dry eyes,C0013238
3933,8521,coat,C1522408
3934,8522,lining,CL382959
3935,8523,interstitial cystitis,C0282488
3936,8525,tafluprost,C1451502
3937,8527,reducing intraocular pressure,C0182395
3938,8532,product ivacaftor,C3264621
3939,8533,kalydeco,C3264627
3940,8535,cf,C0006758
3941,8536,patients age,CL386174
3942,8538,mutation gene mutation gene,C0596611
3943,8539,cftr gene,C1413365
3944,8540,responsive,C0205342
3945,8541,potentiation,C0279023
3946,8543,expanded,C0205229
3947,8544,approval,C0205540
3948,8547,33,C0450358
3949,8549,combination drug,C0013162
3950,8552,orkambi,C4033620
3951,8560,spinosad,C0961781
3952,8563,head,C0018670
3953,8565,four,C0205450
3954,8568,ioflupane,C1956795
3955,8569,single photon emission computerized tomography,C0040399
3956,8572,parkinsons syndrome,C0242422
3957,8573,parkinsons syndrome,C0030567
3958,8574,tremors essential,C0270736
3959,8576,deferiprone,C0043832
3960,8578,thalassemia syndromes,C0039730
3961,8581,chelation agents,C0007974
3962,8585,iron overload,C0282193
3963,8591,lipoprotein cholesterol,C0065055
3964,8592,lipoprotein cholesterol,C1507331
3965,8593,total cholesterol,CL473823
3966,8594,total cholesterol,C0201950
3967,8595,cholesterol apolipoprotein,C1953489
3968,8596,tc,C0039411
3969,8597,b apo b,C0003593
3970,8601,vismodegib,C2348949
3971,8603,locally advanced,CL502753
3972,8604,metastatic basal cell,C1304306
3973,8607,surgery surgery radiation,CL031853
3974,8609,july,C3829447
3975,8620,herpes simplex,C0019348
3976,8622,antiepileptic,C0003299
3977,8623,temporal lobe epilepsy,C0014556
3978,8625,acetylcarnitine,C0001040
3979,8632,italy,C0022277
3980,8633,cerebrovascular disorders,C0007820
3981,8635,disorders disorders disorders disorders cerebral disorders disorders,C0234387
3982,8636,disorders disorders disorders nutritional disorders nutritional disorders disorders nutritional nutritional,C3714509
3983,8638,disorders disorders disorders disorders disorders disorders neurodegenerative progressive,C0027746
3984,8639,mental function,C0563143
3985,8640,mental disorders,C0004936
3986,8642,disorders peripheral disorders diabetic neuropathy,C0740447
3987,8643,peripheral disorders diabetic neuropathy,C0740447
3988,8644,diabetic type 2 mellitus,C0011860
3989,8646,diabetic type mellitus iii iii iii,C0948891
3990,8647,neuropathy nutritional,C0242016
3991,8650,portugal,C0032729
3992,8654,argentina,C0003761
3993,8657,chile,C0008107
3994,8658,dementia,C0497327
3995,8659,philippines,C0031529
3996,8662,disorders mental,C0004936
3997,8667,australia,C0004340
3998,8670,india,C0021201
3999,8673,increase sperm count,C0853622
4000,8679,norway,C0028423
4001,8682,treatment treatment infertility,C0200070
4002,8683,migraines,C0149931
4003,8686,patients patients patients cancer patients patients patients patients cancer patients patients,C1516213
4004,8687,hepatitis minimal encephalopathy,C3888788
4005,8690,progressive supranuclear palsy,C0038868
4006,8694,phase ii iii trial,C1519042
4007,8695,phase i ii trial,C1519043
4008,8699,bipolar depression phase,C1171527
4009,8700,oxidative stress,C0242606
4010,8707,study preventing,C1706420
4011,8708,nerve damage,C0161479
4012,8713,united kingdom,C0041700
4013,8718,israel,C0022271
4014,8721,male infertility,C0021364
4015,8723,present,C0150312
4016,8724,august,C3831448
4017,8725,no indication,C0521090
4018,8727,uric acid,C0041980
4019,8730,therapeutic use,C0039795
4020,8731,therapeutic use,C1258064
4021,8735,ischemic stroke,C0948008
4022,8737,ellagic acid,C0013900
4023,8740,follicular lymphoma,C0024301
4024,8742,lymphoma brain,C0240803
4025,8743,brain injury,C0270611
4026,8745,intrauterine growth restricted,C0015934
4027,8746,babies,C0021270
4028,8747,obese adolescents,C2362324
4029,8749,lentigines,C0023321
4030,8750,france,C0016674
4031,8751,combination product,C1880146
4032,8753,small,C0700321
4033,8754,superficial wounds,C0332804
4034,8755,pitavastatin,C1101838
4035,8757,serum levels total cholesterol,C1445957
4036,8758,serum levels apolipoprotein b levels,C1278143
4037,8759,triglycerides raise,C0020557
4038,8764,gallbladder disorders,C0016977
4039,8766,combination agents combination,C1879672
4040,8767,other indicated indicated,C1718172
4041,8771,cd4 cell count,C0243009
4042,8774,rilpivirine,C1566826
4043,8775,dolutegravir,C3253985
4044,8778,infections virus,C0042769
4045,8780,suppressed,C1260953
4046,8781,50,C3816723
4047,8782,stable,C0205360
4048,8787,history,C2004062
4049,8788,treatment failure,C0162643
4050,8790,no substitutions,C1880378
4051,8796,components,C0449432
4052,8797,crizotinib,C2974289
4053,8803,kinase,CL414666
4054,8804,detected,C0442726
4055,8805,test,C0392366
4056,8806,fingolimod,C1699926
4057,8807,sphingosine,C0037907
4058,8809,modulator,C1709060
4059,8813,relapsing multiple sclerosis,C0856120
4060,8817,exacerbations,C1444749
4061,8818,delay,C0205421
4062,8819,accumulation,CL494525
4063,8820,physical disability,C0520817
4064,8821,physical disability,C0086807
4065,8822,tesamorelin acetate,C2955463
4066,8824,analogue growth hormone releasing factor,C2697525
4067,8826,hypothalamic hormone releasing,C0020660
4068,8828,hypothalamic releasing factor,C0020660
4069,8830,induce,C0205263
4070,8834,abdominal fat,C1563742
4071,8839,hodgkin,C1333878
4072,8840,lymphoma systemic anaplastic large cell lymphoma,C0206180
4073,8841,treatment regimens treatment,CL031856
4074,8850,restless legs syndrome rls,C0035258
4075,8853,boceprevir,C1738934
4076,8865,treatment cancer treatment,C0920425
4077,8866,metastatic thyroid cancer,C0347023
4078,8868,medullary thyroid cancer,C0238462
4079,8876,antiangiogenic therapy,C2363719
4080,8884,primary myelofibrosis,C0001815
4081,8886,thrombocythemia,C0836924
4082,8887,proliferation bone marrow cells,C3156047
4083,8889,abnormal,C0205161
4084,8890,bone marrow stem cells,C1511246
4085,8892,fibrosis,C0016059
4086,8893,excessive,C0442802
4087,8895,connective tissue,C0009780
4088,8898,withdrawal,C2825032
4089,8899,aminopterin aminopterin aminopterin aminopterin fetal aminopterin syndrome,C0432367
4090,8900,initially,C0205265
4091,8901,treatment leukemia induce,C2825306
4092,8902,childhood leukemia,C1332977
4093,8904,remissions,C0544452
4094,8908,psoriasis,C0033860
4095,8909,lesion,C0221198
4096,8913,better,C0184511
4097,8914,therapeutic index,C0678793
4098,8916,abortifacient,C0000782
4099,8919,congenital malformations,C0000768
4100,8920,teratogenic effects,C0232910
4101,8930,ms,C2349943
4102,8937,valine,C0042285
4103,8939,15,C0227052
4104,8940,codon,C0009221
4105,8941,600,C3816748
4106,8942,mutation substitution,C0599155
4107,8943,glutamic acid,C0061472
4108,8945,accounts,C2981730
4109,8947,cutaneous,C0221912
4110,8949,extended,C0231449
4111,8953,disease disease rare disease,C0678236
4112,8955,disease disease association disease,C0243083
4113,8956,disease disease association disease,C1511978
4114,8957,cancer cells,C0334227
4115,8959,extremely,C0205403
4116,8960,histiocyte,C0019612
4117,8961,disorder affects,C0525045
4118,8963,bones,C0262950
4119,8964,large vessels,C0225990
4120,8965,central nervous system,C3714787
4121,8968,system skin,C1123023
4122,8969,lungs,C0024115
4123,8970,reported,C0684224
4124,8971,linagliptin,C2746078
4125,8972,management diabetes mellitus,C0948092
4126,8975,gadoxetate,C2356037
4127,8976,contrast medium magnetic resonance imaging,C0180108
4128,8977,contrast magnetic resonance imaging mri liver,C2314954
4129,8978,detect,C3891454
4130,8982,wet,C0205381
4131,8983,degeneration,C1880269
4132,8984,macular edema retinal,C0271051
4133,8987,central retinal vein,C0035327
4134,8990,systemic injection,C1708513
4135,8993,5fluorouracil,C0016360
4136,8996,metastatic colorectal cancer,C0948380
4137,8998,cancer resistant,CL481405
4138,8999,cancer progressed,C0178874
4139,9002,oxaliplatin,C0069717
4140,9003,asparaginase erwinia,C0591457
4141,9005,treatment regimen treatment treatment,CL031856
4142,9007,acute lymphoblastic leukemia all,C0023449
4143,9010,escherichia,C0014833
4144,9013,second,C1710038
4145,9014,third line treatment,C2986605
4146,9015,european american,C0683983
4147,9016,protocols,C1507394
4148,9017,icosapent ethyl,C0058978
4149,9019,triglyceride tg levels,C0202236
4150,9023,hypertriglyceridemia,C0020557
4151,9024,ocriplasmin,C0066522
4152,9025,proteolytic enzyme,C0030940
4153,9029,vitreomacular adhesion,C2748203
4154,9030,carfilzomib,C1709429
4155,9040,bortezomib,C1176309
4156,9046,completion,C0205197
4157,9052,constipation chronic idiopathic constipation,C0267509
4158,9053,mirabegron,C2983812
4159,9054,beta3 adrenergic agonist,C3485976
4160,9055,beta3 adrenergic agonist,C2936485
4161,9056,beta3 adrenergic agonist,C3485978
4162,9059,overactive bladder,C0878773
4163,9067,peginesatide,C3179929
4164,9069,anemia chronic kidney disease,C1561828
4165,9071,chronic kidney disease ckd,C1561643
4166,9082,therapy adjunct therapy therapy,C0677850
4167,9083,therapy therapy investigated therapy,C0949266
4168,9087,used used cautioned,C1710588
4169,9094,tofacitinib,C2930696
4170,9095,preventative therapy,C0033107
4171,9096,kidney transplant rejections,C0238217
4172,9097,treatment psoriasis,C3258078
4173,9098,ulcerative colitis,C0009324
4174,9102,patients history patients patients,C0679831
4175,9103,chronic infections infections infections,CL481910
4176,9104,recurrent,C0239998
4177,9106,infections presence infections infections,C0449970
4178,9107,infections infections infections susceptible,C0239998
4179,9109,localized,C0392752
4180,9111,reports,C0684224
4181,9115,infections pneumonia,C0729704
4182,9116,infections herpes zoster,C0019360
4183,9122,exposed,C0332157
4184,9123,tb,C0039541
4185,9125,likelihood,C0033204
4186,9126,exposure,CL031047
4187,9128,traveling,C0040802
4188,9130,areas addition,CL493585
4189,9132,hepatic impairment,C0948807
4190,9133,low hemoglobin,C0162119
4191,9137,gastrointestinal perforation,C0151664
4192,9140,regorafenib,C2980094
4193,9150,therapy type therapy,C0814259
4194,9151,wild type,C1883559
4195,9158,gastrointestinal stromal tumor gist,C0238198
4196,9163,sunitinib malate,C1700685
4197,9167,kidney dysfunction,C0151746
4198,9170,plasma concentration,C0683150
4199,9172,micromole liter,C0439300
4200,9173,enzalutamide,C2348174
4201,9183,short bowel syndrome sbs,C0036992
4202,9184,syndrome malabsorption,C0024523
4203,9188,intestine,C0021853
4204,9190,patients dependent,C0439857
4205,9191,patients dependent,C0581116
4206,9194,ponatinib,C2987417
4207,9199,phase accelerated phase phase chronic myeloid leukemia,C0023472
4208,9201,phase phase blast phase chronic myeloid leukemia,C0005699
4209,9202,accelerated phase phase chronic myeloid leukemia,C0023472
4210,9204,phase blast phase chronic myeloid leukemia,C0005699
4211,9206,chronic myeloid leukemia cml,C0023473
4212,9210,tyrosine kinase inhibitor,C1268567
4213,9211,kinase inhibitor therapy,CL388332
4214,9212,philadelphia chromosome positive acute lymphoblastic leukemia,C1960397
4215,9216,raxibacumab,C2717174
4216,9222,inhalational anthrax,C0155866
4217,9223,anthrax bacillus anthrax,C0004589
4218,9225,bacillus anthracis,C0004589
4219,9227,antibacterial prophylaxis,C0877426
4220,9228,drugs prophylaxis,C0420172
4221,9230,alternative therapies,C0002346
4222,9232,not available,CL505125
4223,9245,fluticasone furoate,C1948374
4224,9246,fluticasone fluticasone vilanterol,C3644423
4225,9247,nasal spray,C0461725
4226,9248,nasal spray,C2608293
4227,9249,indicated symptoms indicated indicated symptoms,C3897422
4228,9257,breo ellipta,C3644425
4229,9258,mixture,C0439962
4230,9262,airflow,C0231999
4231,9263,obstruction reversible airways,C0421207
4232,9265,copd asthma asthma copd,C0865800
4233,9267,chronic bronchitis emphysema,C0155874
4234,9272,aged 18,C0638102
4235,9277,canagliflozin,C2974540
4236,9279,diet control type 2 diabetes mellitus type diabetes mellitus,C3875001
4237,9282,type diabetes mellitus type 1 diabetes mellitus ketoacidosis,C0342294
4238,9287,multiple sclerosis relapsing,C0856120
4239,9290,glycerol phenylbutyrate,C3490329
