,CUI,Drug,Indication,Contraindication
105,['3008'],cyclosporine,"['kidney transplant rejection prophylaxis', 'kidney transplant rejection prophylaxis in combination with sirolimus and corticosteroids in patients who are considered low to moderate immunologic risk', 'kidney transplant rejection prophylaxis in combination with sirolimus and corticosteroids in patients who are considered high immunologic risk', 'severe, plaque-type psoriasis in immunocompetent patients who failed to respond to at least one systemic therapy (e', 'severe rheumatoid arthritis (ra) in patients unresponsive to conventional therapy, alone or in combination with methotrexate when the disease has not adequately responded to methotrexate', 'early rheumatoid arthritis (ra)', 'xerophthalmia by increasing tear production in patients whose tear production is presumed to be suppressed due to ocular inflammation associated with keratoconjunctivitis sicca', 'heart transplant rejection prophylaxis, liver transplant rejection prophylaxis, and the treatment of acute and chronic graft-versus-host disease (gvhd)� and graft-versus-host disease (gvhd) prophylaxis�', 'severe atopic dermatitis�', 'severe aplastic anemia�', 'chronic immune thrombocytopenia/idiopathic thrombocytopenic purpura (itp)�', 'myasthenia gravis� in patients who are poorly controlled with cholinesterase inhibitor therapy', 'psoriatic arthritis�', 'lupus nephritis� in patients with systemic lupus erythematosus (sle) unresponsive to conventional therapy, or for the treatment of children with idiopathic nephrotic syndrome�']","['fungal infection', 'herpes infection', 'immunosuppression', 'infection', 'requires a specialized care setting', 'requires an experienced clinician', 'varicella', 'viral infection', 'herpes simplex keratitis (dendritic keratitis)', 'ocular infection', 'lymphoma', 'new primary malignancy', 'radiation therapy', 'skin cancer', 'sunlight (uv) exposure', 'nephrotoxicity', 'renal disease', 'renal failure', 'renal impairment', 'hyperkalemia', 'hypertension', 'electrolyte imbalance', 'polyoxyethylated castor oil hypersensitivity', 'children', 'infants', 'pregnancy', 'breast-feeding', 'geriatric', 'alcoholism', 'biliary tract disease', 'hepatic disease', 'jaundice', 'gout', 'hyperuricemia', 'encephalopathy', 'hypomagnesemia', 'vaccination', 'contact lenses']"
106,['3108'],dapsone,"['dermatitis herpetiformis', ""the treatment leprosy (hansen's disease)"", 'multibacillary leprosy', 'paucibacillary leprosy', 'acne vulgaris', 'actinomycotic mycetoma�', 'actinomycotic mycetoma� caused by <em>actinomadura madurae</em>� or <em>streptomyces somaliensis</em>�', 'actinomycotic mycetoma� caused by <em>nocardia</em> sp', 'granuloma annulare�', 'chronic immune thrombocytopenia/idiopathic thrombocytopenic purpura (itp)�', 'polychondritis�', 'mild to moderate pneumocystis pneumonia (pcp)�', 'pneumocystis pneumonia (pcp) prophylaxis�', 'primary pcp prophylaxis� in hiv-infected patients', 'secondary pcp prophylaxis� in hiv-infected patients after pcp treatment', 'primary toxoplasmosis prophylaxis� in hiv-infected patients, specifically prevention of toxoplasmic encephalitis (te)� due to <em>toxoplasmosis gondii</em>', 'pyoderma gangrenosum�', 'subcorneal pustular dermatosis�']","['anemia', 'g6pd deficiency', 'methemoglobin reductase deficiency', 'hepatic disease', 'pregnancy', 'breast-feeding', 'children', 'infants', 'neonates', 'sulfonamide hypersensitivity']"
107,,metformin hydrochloride/rosiglitazone maleate,"['type 2 diabetes mellitus uncontrolled by diet and exercise', 'use when initial treatment with metformin alone does not result in adequate glycemic control', 'use when initial treatment with rosiglitazone alone does not result in adequate glycemic control', 'use when switching from rosiglitazone plus metformin as separate tablets to the single, combination tablet', 'formoterol; mometasone']","['diabetic ketoacidosis', 'type 1 diabetes mellitus', 'acute heart failure', 'acute myocardial infarction', 'angina', 'cardiac disease', 'cardiogenic shock', 'edema', 'heart failure', 'myocardial infarction', 'peripheral edema', 'pulmonary edema', 'acidemia', 'hypovolemia', 'hypoxemia', 'lactic acidosis', 'metabolic acidosis', 'sepsis', 'renal disease', 'renal failure', 'renal impairment', 'alcoholism', 'ethanol ingestion', 'ethanol intoxication', 'hepatic disease', 'jaundice', 'diarrhea', 'vomiting', 'radiographic contrast administration', 'burns', 'dehydration', 'fever', 'infection', 'surgery', 'trauma', 'adrenal insufficiency', 'gastroparesis', 'gi obstruction', 'hypercortisolism', 'hyperglycemia', 'hyperthyroidism', 'hypoglycemia', 'hypothyroidism', 'ileus', 'malnutrition', 'pituitary insufficiency', 'anemia', 'pernicious anemia', 'bone fractures', 'osteoporosis', 'contraception requirements', 'menstrual irregularity', 'polycystic ovary syndrome', 'pregnancy', 'breast-feeding', 'children', 'geriatric']"
108,['23043'],difluprednate,"['postoperative ocular pain and postoperative ocular inflammation', 'endogenous anterior uveitis']","['corticosteroid hypersensitivity', 'glycerin hypersensitivity', 'polysorbate 80 hypersensitivity', 'fungal infection', 'herpes simplex keratitis (dendritic keratitis)', 'mycobacterial infection', 'ocular infection', 'varicella', 'viral infection', 'glaucoma', 'increased intraocular pressure', 'open-angle glaucoma', 'cataracts', 'diabetes mellitus', 'corneal abrasion', 'contact lenses', 'pregnancy', 'breast-feeding']"
109,['72625'],duloxetine,"['major depression', 'generalized anxiety disorder (gad)', 'pain associated with diabetic neuropathy', 'pain associated with fibromyalgia', 'chronic musculoskeletal pain (e', 'stress urinary incontinence� (sui) in adult females']","['abrupt discontinuation', 'closed-angle glaucoma', 'increased intraocular pressure', 'bipolar disorder', 'mania', 'children', 'growth inhibition', 'suicidal ideation', 'maoi therapy', 'electroconvulsive therapy (ect)', 'seizure disorder', 'cardiac disease', 'hypertension', 'hypotension', 'orthostatic hypotension', 'syncope', 'dehydration', 'hyponatremia', 'hypovolemia', 'alcoholism', 'hepatic disease', 'hepatitis', 'hepatotoxicity', 'jaundice', 'serious rash', 'anticoagulant therapy', 'bleeding', 'thrombolytic therapy', 'renal failure', 'renal impairment', 'urinary retention', 'driving or operating machinery', 'ethanol ingestion', 'diabetes mellitus', 'eclampsia', 'neonates', 'obstetric delivery', 'pregnancy', 'breast-feeding', 'geriatric']"
110,['15657'],decitabine,"['the treatment myelodysplastic syndrome (mds) including previously treated and untreated, de novo and secondary mds of all french-american-british subtypes and intermediate-1, intermediate-2, and high-risk international prognostic scoring system groups', 'chronic myelogenous leukemia (cml)�']","['anemia', 'bone marrow suppression', 'fungal infection', 'herpes infection', 'infection', 'neutropenia', 'thrombocytopenia', 'varicella', 'viral infection', 'hepatic disease', 'renal impairment', 'contraception requirements', 'male-mediated teratogenicity', 'reproductive risk', 'pregnancy', 'breast-feeding']"
111,['847083'],ustekinumab,"['moderate to severe plaque psoriasis in those patients who are candidates for phototherapy or systemic therapy', 'active psoriatic arthritis with or without methotrexate', ""moderately to severely active crohn's disease in adult patients who have had an inadequate response to or are unable to tolerate immunomodulators or corticosteroids or tnf blockers"", ""the induction treatment of crohn's disease"", ""the maintenance treatment of crohn's disease""]","['desensitization procedures', 'diabetes mellitus', 'immunosuppression', 'infection', 'influenza', 'sepsis', 'surgery', 'tuberculosis', 'neoplastic disease', 'vaccination', 'sunlight (uv) exposure', 'children', 'infants', 'neonates', 'pregnancy', 'breast-feeding', 'geriatric', 'latex hypersensitivity']"
112,,doxorubicin hydrochloride liposome,"[""hiv-related kaposi's sarcoma in patients with disease that has progressed on prior combination chemotherapy or in patients who are intolerant to other therapy"", 'ovarian cancer that has progressed or recurred after platinum-based chemotherapy', 'relapsed or refractory multiple myeloma in patients who have received at least 1 prior therapy, in combination with bortezomib', 'locally advanced or metastatic breast cancer�', 'refractory or transformed cutaneous t-cell lymphoma (ctcl)�, including mycosis fungoides� and sezary syndrome�']","['anthracycline hypersensitivity', 'infusion-related reactions', 'cardiac disease', 'cardiomyopathy', 'cardiotoxicity', 'females', 'heart failure', 'anemia', 'bone marrow suppression', 'infection', 'leukopenia', 'neutropenia', 'thrombocytopenia', 'children', 'infants', 'neonates', 'extravasation', 'hepatic disease', 'contraception requirements', 'male-mediated teratogenicity', 'pregnancy', 'breast-feeding', 'new primary malignancy', 'infertility', 'ensure correct formulation selection']"
113,,tranylcypromine sulfate,"['use in treatment-resistant depression', 'refractory panic disorder�', 'refractory social phobia (social anxiety disorder)�', 'treatment of neurogenic orthostatic hypotension� in combination with increased dietary tyramine intake']","['alcoholism', 'coadministration with other cns depressants', 'ethanol ingestion', 'maoi therapy', 'abrupt discontinuation', 'substance abuse', 'pheochromocytoma', 'hepatic disease', 'hepatitis', 'seizure disorder', 'seizures', 'anticholinergic medications', 'driving or operating machinery', 'asthma', 'bronchitis', 'diabetes mellitus', 'hyperthyroidism', 'dental work', 'spinal anesthesia', 'surgery', 'anxiety', 'bipolar disorder', 'mania', 'psychosis', 'schizophrenia', 'children', 'suicidal ideation', 'acute myocardial infarction', 'angina', 'cardiac disease', 'cerebrovascular disease', 'head trauma', 'headache', 'hypertension', 'hypertensive crisis', 'increased intracranial pressure', 'intracranial bleeding', 'stroke', 'radiographic contrast administration', 'pregnancy', 'breast-feeding', 'geriatric']"
114,['495881'],sorafenib,"['advanced renal cell cancer', 'unresectable hepatocellular cancer (hcc)', 'locally recurrent or metastatic, progressive, differentiated thyroid cancer that is refractory to treatment with radioactive iodine', 'advanced malignant melanoma�', 'advanced, including locally unresectable and metastatic, malignant melanoma�', 'advanced, including locally unresectable and metastatic, malignant melanoma� in combination with carboplatin and paclitaxel', 'advanced, including locally unresectable and metastatic, malignant melanoma� in combination with dacarbazine or temozolomide']","['lung cancer', 'bleeding', 'gi bleeding', 'intracranial bleeding', 'hepatic disease', 'hepatitis', 'alcoholism', 'bradycardia', 'cardiac arrhythmias', 'cardiac disease', 'coronary artery disease', 'diabetes mellitus', 'females', 'geriatric', 'heart failure', 'hypocalcemia', 'hypokalemia', 'hypomagnesemia', 'long qt syndrome', 'malnutrition', 'myocardial infarction', 'qt prolongation', 'surgery', 'pregnancy', 'breast-feeding', 'children', 'infants', 'neonates', 'hypertension', 'skin disease', 'gi perforation', 'thyroid disease']"
115,['7393']['36567'],niacin/simvastatin,"['the reduction of elevated total cholesterol, ldl-cholesterol, apolipoprotein b, non-hdl cholesterol, or triglyceride concentrations, and to increase hdl-cholesterol in patients with primary hypercholesterolemia (heterozygous familial and nonfamilial) and mixed dyslipidemia (fredrickson types iia or iib hyperlipoproteinemia); or to treat fredrickson type iv (hypertriglyceridemia, increased vldl)']","['alcoholism', 'cholestasis', 'hepatic disease', 'hepatic encephalopathy', 'hepatitis', 'jaundice', 'electrolyte imbalance', 'endocrine disease', 'females', 'hypotension', 'hypothyroidism', 'infection', 'myopathy', 'renal disease', 'renal failure', 'renal impairment', 'rhabdomyolysis', 'seizure disorder', 'surgery', 'trauma', 'peptic ulcer disease', 'gout', 'hypophosphatemia', 'diabetes mellitus', 'anticoagulant therapy', 'bleeding', 'coagulopathy', 'thrombocytopenia', 'asian patients', 'geriatric', 'contraception requirements', 'pregnancy', 'breast-feeding', 'children', 'infants']"
116,['819911'],besifloxacin,['bacterial conjunctivitis due to susceptible organisms'],"['quinolone hypersensitivity', 'contact lenses', 'fungal infection', 'infection', 'geriatric', 'infants', 'neonates', 'pregnancy', 'breast-feeding']"
117,['993449'],denosumab,"['osteoporosis in men and postmenopausal women at high risk for fracture', 'the prevention of skeletal-related events in patients with multiple myeloma and in patients with bone metastases from solid tumors', 'osteoporosis prophylaxis in men at high risk for bone fractures after receiving androgen deprivation therapy for nonmetastatic prostate cancer and in women at high risk for bone fractures after receiving adjuvant aromatase inhibitor therapy for breast cancer', 'giant cell tumor of bone that is unresectable or where surgical resection is likely to result in severe morbidity', 'hypercalcemia of malignancy that is refractory to bisphosphonate therapy', 'formoterol; mometasone']","['dialysis', 'hypocalcemia', 'renal failure', 'renal impairment', 'vitamin d deficiency', 'diabetes mellitus', 'immunosuppression', 'infection', 'surgery', 'tuberculosis', 'angioedema', 'latex hypersensitivity', 'urticaria', 'eczema', 'neoplastic disease', 'chemotherapy', 'corticosteroid therapy', 'dental disease', 'dental work', 'pancreatitis', 'bone fractures', 'children', 'infants', 'pregnancy', 'contraception requirements', 'pregnancy testing', 'reproductive risk', 'breast-feeding']"
118,,ranitidine hydrochloride,"['the self-medication of non-ulcer dyspepsia (acid indigestion), pyrosis (heartburn), and sour stomach', 'prophylaxis', 'treatment', 'gastroesophageal reflux disease (gerd)', 'short-term treatment (acute healing phase)', 'maintenance treatment� (relapse prevention)', 'erosive esophagitis', 'endoscopically diagnosed erosive esophagitis', 'pathologic gi hypersecretory conditions such as zollinger-ellison syndrome, systemic mastocytosis, or multiple endocrine adenoma syndrome', 'peptic ulcer disease (duodenal ulcer or gastric ulcer) or gastritis�', 'short-term treatment of active benign gastric ulcer, active duodenal ulcer or gastritis�', 'maintenance therapy after treatment phase is complete', 'helicobacter pylori (h', 'acid aspiration prophylaxis� prior to anesthesia', 'nsaid-induced ulcer prophylaxis�', 'stress gastritis prophylaxis� in critically-ill patients', 'acute, severe urticaria� or angioedema� associated with systemic symptoms in combination with an h1-blocker', 'the prevention of urticaria� and other histamine-mediated reactions� to specific types of chemotherapy (e']","['h2-blocker hypersensitivity', 'gastric cancer', 'infection', 'hepatic disease', 'renal disease', 'renal failure', 'renal impairment', 'children', 'infants', 'neonates', 'premature neonates', 'pregnancy', 'breast-feeding', 'porphyria', 'tobacco smoking', 'bradycardia', 'cardiac disease', 'geriatric', 'vitamin b12 deficiency']"
