index,Class,Drug,generics
1100,antiseptic and germicides,Scrub Care,generic name: chlorhexidine
1101,antiseptic and germicides,Scrub Care Exidine,generic name: chlorhexidine
1102,antiseptic and germicides,Spectrum-4,generic name: chlorhexidine
1103,antiseptic and germicides,Summers Eve,generic name: povidone iodine
1104,antiseptic and germicides,Tegaderm CHG Dressing,generic name: chlorhexidine
1105,antithyroid agents,Hicon,generic name: sodium iodide-i-131
1106,antithyroid agents,Pima,generic name: potassium iodide
1107,antithyroid agents,Tapazole,generic name: methimazole
1108,antithyroid agents,i3odine Max,generic name: sodium iodide-i-131
1109,antithyroid agents,Iodotope,generic name: sodium iodide-i-131
1110,antithyroid agents,Iosat,generic name: potassium iodide
1111,antithyroid agents,SSKI,generic name: potassium iodide
1112,antithyroid agents,ThyroShield,generic name: potassium iodide
1113,antitoxins and antivenins,Anascorp,generic name: antivenom (centruroides scorpion)
1114,antitoxins and antivenins,Anavip,generic name: antivenin (crotalidae) polyvalent
1115,antitoxins and antivenins,CroFab,generic name: antivenin (crotalidae) polyvalent
1117,antituberculosis combinations,IsonaRif,generic name: isoniazid/rifampin
1118,antituberculosis combinations,Rifamate,generic name: isoniazid/rifampin
1119,antituberculosis combinations,Rifater,generic name: isoniazid/pyrazinamide/rifampin
1120,antitussives,Zonatuss,generic name: benzonatate
1121,antitussives,Buckleys Mixture,generic name: dextromethorphan
1122,antitussives,Benylin DM,generic name: dextromethorphan
1123,antitussives,Tessalon Perles,generic name: benzonatate
1124,antitussives,Tessalon,generic name: benzonatate
1125,antitussives,Delsym 12 Hour Cough Relief,generic name: dextromethorphan
1126,antitussives,Vicks Formula 44,generic name: dextromethorphan
1127,antitussives,Robitussin CoughGels Long-Acting,generic name: dextromethorphan
1128,antitussives,Delsym,generic name: dextromethorphan
1129,antitussives,Babee Cof,generic name: dextromethorphan
1130,antitussives,Creomulsion,generic name: dextromethorphan
1131,antitussives,DexAlone,generic name: dextromethorphan
1132,antitussives,ElixSure Cough,generic name: dextromethorphan
1133,antitussives,Hold,generic name: dextromethorphan
1134,antitussives,PediaCare Children's Long-Acting Cough,generic name: dextromethorphan
1135,antitussives,Robafen Cough Liquidgels,generic name: dextromethorphan
1136,antitussives,Scot-Tussin Diabetes,generic name: dextromethorphan
1137,antitussives,Silphen DM,generic name: dextromethorphan
1138,antitussives,St. Joseph Cough Suppressant,generic name: dextromethorphan
1139,antitussives,Sucrets Cough,generic name: dextromethorphan
1140,antitussives,Triaminic Long Acting Cough,generic name: dextromethorphan
1141,antitussives,Vicks Dayquil Cough,generic name: dextromethorphan
1143,antiviral boosters,Norvir,generic name: ritonavir
1144,antiviral boosters,Tybost,generic name: cobicistat
1145,antiviral combinations,Epzicom,generic name: abacavir/lamivudine
1146,antiviral combinations,Stribild,generic name: cobicistat/elvitegravir/emtricitabine/tenofovir
1147,antiviral combinations,Mavyret,generic name: glecaprevir/pibrentasvir
1148,antiviral combinations,Atripla,generic name: efavirenz/emtricitabine/tenofovir
1149,antiviral combinations,Trizivir,generic name: abacavir/lamivudine/zidovudine
1150,antiviral combinations,Truvada,generic name: emtricitabine/tenofovir
1151,antiviral combinations,Zepatier,generic name: elbasvir/grazoprevir
1152,antiviral combinations,Harvoni,generic name: ledipasvir/sofosbuvir
1153,antiviral combinations,Complera,generic name: emtricitabine/rilpivirine/tenofovir
1154,antiviral combinations,Triumeq,generic name: abacavir/dolutegravir/lamivudine
1155,antiviral combinations,Epclusa,generic name: sofosbuvir/velpatasvir
1156,antiviral combinations,Genvoya,generic name: cobicistat/elvitegravir/emtricitabine/tenofovir alafenamide
1157,antiviral combinations,Odefsey,generic name: emtricitabine/rilpivirine/tenofovir alafenamide
1158,antiviral combinations,Viekira Pak,generic name: dasabuvir/ombitasvir/paritaprevir/ritonavir
1159,antiviral combinations,Combivir,generic name: lamivudine/zidovudine
1160,antiviral combinations,Descovy,generic name: emtricitabine/tenofovir alafenamide
1161,antiviral combinations,Prezcobix,generic name: cobicistat/darunavir
1162,antiviral combinations,AccessPak for HIV PEP Basic,generic name: emtricitabine/tenofovir
1163,antiviral combinations,AccessPak for HIV PEP Expanded with Kaletra,generic name: emtricitabine/lopinavir/ritonavir/tenofovir
1164,antiviral combinations,AccessPak for HIV PEP Expanded with Viracept,generic name: emtricitabine/nelfinavir/tenofovir
1165,antiviral combinations,Biktarvy,generic name: bictegravir/emtricitabine/tenofovir alafenamide
1166,antiviral combinations,Cimduo,generic name: lamivudine/tenofovir
1167,antiviral combinations,Evotaz,generic name: atazanavir/cobicistat
1168,antiviral combinations,Juluca,generic name: dolutegravir/rilpivirine
1169,antiviral combinations,Symfi,generic name: efavirenz/lamivudine/tenofovir
1170,antiviral combinations,Symfi Lo,generic name: efavirenz/lamivudine/tenofovir
1171,antiviral combinations,Technivie,generic name: ombitasvir/paritaprevir/ritonavir
1172,antiviral combinations,Viekira XR,generic name: dasabuvir/ombitasvir/paritaprevir/ritonavir
1173,antiviral combinations,Vosevi,generic name: sofosbuvir/velpatasvir/voxilaprevir
1174,antiviral interferons,Pegasys,generic name: peginterferon alfa-2a
1175,antiviral interferons,PegIntron,generic name: peginterferon alfa-2b
1176,antiviral interferons,Sylatron,generic name: peginterferon alfa-2b
1178,aromatase inhibitors,Femara,generic name: letrozole
1179,aromatase inhibitors,Arimidex,generic name: anastrozole
1180,aromatase inhibitors,Aromasin,generic name: exemestane
1181,aromatase inhibitors,Teslac,generic name: testolactone
1182,atypical antipsychotics,Aristada,generic name: aripiprazole
1183,atypical antipsychotics,Nuplazid,generic name: pimavanserin
1184,atypical antipsychotics,Zyprexa Intramuscular,generic name: olanzapine
1185,atypical antipsychotics,Saphris,generic name: asenapine
1186,atypical antipsychotics,Zyprexa Zydis,generic name: olanzapine
1187,atypical antipsychotics,Clozaril,generic name: clozapine
1188,atypical antipsychotics,Seroquel XR,generic name: quetiapine
1189,atypical antipsychotics,Risperdal M-Tab,generic name: risperidone
1190,atypical antipsychotics,Seroquel,generic name: quetiapine
1191,atypical antipsychotics,Latuda,generic name: lurasidone
1192,atypical antipsychotics,Vraylar,generic name: cariprazine
1193,atypical antipsychotics,Zyprexa,generic name: olanzapine
1194,atypical antipsychotics,Invega Trinza,generic name: paliperidone
1195,atypical antipsychotics,Rexulti,generic name: brexpiprazole
1196,atypical antipsychotics,Risperdal Consta,generic name: risperidone
1197,atypical antipsychotics,Abilify,generic name: aripiprazole
1198,atypical antipsychotics,Abilify Maintena,generic name: aripiprazole
1199,atypical antipsychotics,Fanapt,generic name: iloperidone
1200,atypical antipsychotics,Risperdal,generic name: risperidone
1201,atypical antipsychotics,Geodon,generic name: ziprasidone
1202,atypical antipsychotics,Invega,generic name: paliperidone
1203,atypical antipsychotics,Invega Sustenna,generic name: paliperidone
1204,atypical antipsychotics,Abilify Discmelt,generic name: aripiprazole
1205,atypical antipsychotics,Zyprexa Relprevv,generic name: olanzapine
1206,atypical antipsychotics,FazaClo,generic name: clozapine
1207,atypical antipsychotics,Abilify MyCite,generic name: aripiprazole
1208,atypical antipsychotics,Versacloz,generic name: clozapine
1209,azole antifungals,Sporanox PulsePak,generic name: itraconazole
1210,azole antifungals,Vfend,generic name: voriconazole
1211,azole antifungals,Sporanox,generic name: itraconazole
1212,azole antifungals,Noxafil,generic name: posaconazole
1213,azole antifungals,Diflucan,generic name: fluconazole
1214,azole antifungals,Nizoral,generic name: ketoconazole
1215,azole antifungals,Mycelex Troche,generic name: clotrimazole
1216,azole antifungals,Cresemba,generic name: isavuconazonium
1217,azole antifungals,Onmel,generic name: itraconazole
1218,azole antifungals,Oravig,generic name: miconazole
1219,bacterial vaccines,Pneumovax 23,generic name: pneumococcal 23-polyvalent vaccine
1220,bacterial vaccines,Prevnar 13,generic name: pneumococcal 13-valent vaccine
1221,bacterial vaccines,Menactra,generic name: meningococcal conjugate vaccine
1222,bacterial vaccines,ActHIB,generic name: haemophilus b conjugate (prp-t) vaccine
1223,bacterial vaccines,Bexsero,generic name: meningococcal group B vaccine
1224,bacterial vaccines,Biothrax,generic name: anthrax vaccine adsorbed
1225,bacterial vaccines,Hiberix,generic name: haemophilus b conjugate (prp-t) vaccine
1226,bacterial vaccines,Liquid PedvaxHIB,generic name: haemophilus b conjugate (prp-omp) vaccine
1227,bacterial vaccines,MenHibrix,generic name: haemophilus b conjugate (prp-t) vaccine/meningococcal conjugate vaccine
1228,bacterial vaccines,Menomune A / C / Y / W-135,generic name: meningococcal polysaccharide vaccine
1229,bacterial vaccines,Menveo,generic name: meningococcal conjugate vaccine
1230,bacterial vaccines,Prevnar,generic name: pneumococcal 7-valent vaccine
1231,bacterial vaccines,Te Anatoxal Berna,generic name: tetanus toxoid
1232,bacterial vaccines,Tetanus Toxoid Adsorbed,generic name: tetanus toxoid
1233,bacterial vaccines,TheraCys,generic name: bcg
1234,bacterial vaccines,Tice BCG,generic name: bcg
1235,bacterial vaccines,Trumenba,generic name: meningococcal group B vaccine
1236,bacterial vaccines,Typhim Vi,"generic name: typhoid vaccine, inactivated"
1237,bacterial vaccines,Vaxchora,"generic name: cholera vaccine, live"
1238,bacterial vaccines,Vivotif Berna,"generic name: typhoid vaccine, live"
1239,barbiturate anticonvulsants,Mebaral,generic name: mephobarbital
1240,barbiturate anticonvulsants,Mysoline,generic name: primidone
1241,barbiturate anticonvulsants,Luminal,generic name: phenobarbital
1242,barbiturates,Seconal,generic name: secobarbital
1243,barbiturates,Seconal Sodium,generic name: secobarbital
1244,barbiturates,Mebaral,generic name: mephobarbital
1245,barbiturates,Nembutal Sodium,generic name: pentobarbital
1246,barbiturates,Butisol Sodium,generic name: butabarbital
1247,barbiturates,Luminal,generic name: phenobarbital
1248,barbiturates,Amytal Sodium,generic name: amobarbital
1249,barbiturates,Nembutal,generic name: pentobarbital
1250,BCR-ABL tyrosine kinase inhibitors,Gleevec,generic name: imatinib
1251,BCR-ABL tyrosine kinase inhibitors,Sprycel,generic name: dasatinib
1252,BCR-ABL tyrosine kinase inhibitors,Tasigna,generic name: nilotinib
1253,BCR-ABL tyrosine kinase inhibitors,Bosulif,generic name: bosutinib
1254,BCR-ABL tyrosine kinase inhibitors,Iclusig,generic name: ponatinib
1255,benzodiazepine anticonvulsants,Diastat Pediatric,generic name: diazepam
1256,benzodiazepine anticonvulsants,Zetran,generic name: diazepam
1257,benzodiazepine anticonvulsants,Diazepam Intensol,generic name: diazepam
1258,benzodiazepine anticonvulsants,Klonopin Wafer,generic name: clonazepam
1259,benzodiazepine anticonvulsants,Klonopin,generic name: clonazepam
1260,benzodiazepine anticonvulsants,Valium,generic name: diazepam
1261,benzodiazepine anticonvulsants,Diastat,generic name: diazepam
1262,benzodiazepine anticonvulsants,Lorazepam Intensol,generic name: lorazepam
1263,benzodiazepine anticonvulsants,Ativan,generic name: lorazepam
1264,benzodiazepine anticonvulsants,Diastat AcuDial,generic name: diazepam
1265,benzodiazepine anticonvulsants,Onfi,generic name: clobazam
1266,benzodiazepines,Diastat Pediatric,generic name: diazepam
1267,benzodiazepines,Zetran,generic name: diazepam
1268,benzodiazepines,Prosom,generic name: estazolam
1269,benzodiazepines,Alprazolam Intensol,generic name: alprazolam
1270,benzodiazepines,Doral,generic name: quazepam
1271,benzodiazepines,Niravam,generic name: alprazolam
1272,benzodiazepines,Diazepam Intensol,generic name: diazepam
1273,benzodiazepines,Librium,generic name: chlordiazepoxide
1274,benzodiazepines,Tranxene,generic name: clorazepate
1275,benzodiazepines,Xanax XR,generic name: alprazolam
1276,benzodiazepines,Klonopin Wafer,generic name: clonazepam
1277,benzodiazepines,Xanax,generic name: alprazolam
1278,benzodiazepines,Serax,generic name: oxazepam
1279,benzodiazepines,Dalmane,generic name: flurazepam
1280,benzodiazepines,Klonopin,generic name: clonazepam
1281,benzodiazepines,Valium,generic name: diazepam
1282,benzodiazepines,Diastat,generic name: diazepam
1283,benzodiazepines,Halcion,generic name: triazolam
1284,benzodiazepines,Lorazepam Intensol,generic name: lorazepam
1285,benzodiazepines,Ativan,generic name: lorazepam
1286,benzodiazepines,Restoril,generic name: temazepam
1287,benzodiazepines,Tranxene SD,generic name: clorazepate
1288,benzodiazepines,Tranxene T-Tab,generic name: clorazepate
1289,benzodiazepines,Versed,generic name: midazolam
1290,benzodiazepines,Diastat AcuDial,generic name: diazepam
1291,benzodiazepines,Onfi,generic name: clobazam
1293,beta blockers with thiazides,Corzide 80 / 5,generic name: bendroflumethiazide/nadolol
1294,beta blockers with thiazides,Tenoretic 50,generic name: atenolol/chlorthalidone
1295,beta blockers with thiazides,Ziac,generic name: bisoprolol/hydrochlorothiazide
1296,beta blockers with thiazides,Corzide,generic name: bendroflumethiazide/nadolol
1297,beta blockers with thiazides,Corzide 40 / 5,generic name: bendroflumethiazide/nadolol
1298,beta blockers with thiazides,Dutoprol,generic name: hydrochlorothiazide/metoprolol
1299,beta blockers with thiazides,Inderide,generic name: hydrochlorothiazide/propranolol
1300,beta blockers with thiazides,Lopressor HCT,generic name: hydrochlorothiazide/metoprolol
1301,beta blockers with thiazides,Tenoretic,generic name: atenolol/chlorthalidone
1302,beta blockers with thiazides,Tenoretic 100,generic name: atenolol/chlorthalidone
1303,beta blockers with thiazides,Timolide,generic name: hydrochlorothiazide/timolol
1305,beta-lactamase inhibitors,Augmentin XR,generic name: amoxicillin/clavulanate
1306,beta-lactamase inhibitors,Unasyn,generic name: ampicillin/sulbactam
1307,beta-lactamase inhibitors,Zosyn,generic name: piperacillin/tazobactam
1308,beta-lactamase inhibitors,Amoclan,generic name: amoxicillin/clavulanate
1309,beta-lactamase inhibitors,Augmentin,generic name: amoxicillin/clavulanate
1310,beta-lactamase inhibitors,Augmentin ES-600,generic name: amoxicillin/clavulanate
1311,beta-lactamase inhibitors,Timentin,generic name: clavulanate/ticarcillin
1312,bile acid sequestrants,Questran,generic name: cholestyramine
1313,bile acid sequestrants,Welchol,generic name: colesevelam
1314,bile acid sequestrants,Colestid,generic name: colestipol
1315,bile acid sequestrants,Prevalite,generic name: cholestyramine
1316,bile acid sequestrants,Questran Light,generic name: cholestyramine
