"DrugClass_DrugClass_name","DrugClass_DrugClass_drugNames_name","DrugClass_DrugClass_drugNames_generic"
"iron products","Fe Caps","generic name: ferrous sulfate"
"iron products","FE C Tab Plus","generic name: multivitamin with iron"
"iron products","Femecal OB","generic name: multivitamin, prenatal"
"iron products","Feosol Natural Release","generic name: carbonyl iron"
"iron products","Fer-Gen-Sol","generic name: ferrous sulfate"
"iron products","Fer-In-Sol","generic name: ferrous sulfate"
"iron products","Fer-Iron","generic name: ferrous sulfate"
"iron products","Feratab","generic name: ferrous sulfate"
"iron products","Ferate","generic name: ferrous gluconate"
"iron products","Fergon","generic name: ferrous gluconate"
"iron products","FeRiva","generic name: multivitamin with iron"
"iron products","FeRivaFA","generic name: multivitamin with iron"
"iron products","Ferocon","generic name: multivitamin with iron"
"iron products","Ferotrin","generic name: multivitamin with iron"
"iron products","Ferra T.D. Caps","generic name: ferrous sulfate"
"iron products","Ferrex-150","generic name: iron polysaccharide"
"iron products","Ferrex 28","generic name: multivitamin with iron"
"iron products","Ferrex 150 Forte","generic name: multivitamin with iron"
"iron products","Ferrex 150 Forte Plus","generic name: multivitamin with iron"
"iron products","Ferro-Bob","generic name: ferrous sulfate"
"iron products","Ferro-DSS","generic name: docusate/ferrous fumarate"
"iron products","Ferrocite","generic name: ferrous fumarate"
"iron products","Ferrocite F","generic name: ferrous fumarate/folic acid"
"iron products","Ferrogels Forte","generic name: multivitamin with iron"
"iron products","Ferrousal","generic name: ferrous sulfate"
"iron products","Ferus Pic-150","generic name: iron polysaccharide"
"iron products","Folcal DHA","generic name: multivitamin, prenatal"
"iron products","Folcaps Care One","generic name: multivitamin, prenatal"
"iron products","FoliTab 500","generic name: multivitamin with iron"
"iron products","Folivane-PRx DHA NF","generic name: multivitamin, prenatal"
"iron products","Foltabs Prenatal","generic name: multivitamin, prenatal"
"iron products","Foltabs Prenatal Plus DHA","generic name: multivitamin, prenatal"
"iron products","Fusion Plus","generic name: multivitamin with iron"
"iron products","Gesticare DHA","generic name: multivitamin, prenatal"
"iron products","Hematinic with Folic Acid","generic name: ferrous fumarate/folic acid"
"iron products","Hematogen Forte","generic name: multivitamin with iron"
"iron products","HemeNatal OB","generic name: multivitamin, prenatal"
"iron products","Hemetab","generic name: multivitamin with iron"
"iron products","Hemocyte","generic name: ferrous fumarate"
"iron products","Hemocyte-F","generic name: ferrous fumarate/folic acid"
"iron products","Icar","generic name: carbonyl iron"
"iron products","Iferex 150","generic name: iron polysaccharide"
"iron products","Inatal Advance","generic name: multivitamin, prenatal"
"iron products","Inatal Ultra","generic name: multivitamin, prenatal"
"iron products","Infed","generic name: iron dextran"
"iron products","Injectafer","generic name: ferric carboxymaltose"
"iron products","Ircon","generic name: ferrous fumarate"
"iron products","Ircon-FA","generic name: ferrous fumarate/folic acid"
"iron products","Iron-150","generic name: multivitamin with iron"
"iron products","Iron Chews","generic name: carbonyl iron"
"iron products","Iron Chews Pediatric","generic name: carbonyl iron"
"iron products","Irospan 24 / 6","generic name: multivitamin with iron"
"iron products","Lydia E. Pinkham","generic name: ferrous sulfate"
"iron products","Marnatal-F","generic name: multivitamin, prenatal"
"iron products","Maternity","generic name: multivitamin, prenatal"
"iron products","Mission Prenatal","generic name: multivitamin, prenatal"
"iron products","Multi-Delyn with Iron","generic name: multivitamin with iron"
"iron products","Multi-Nate 30","generic name: multivitamin, prenatal"
"iron products","Multi-Nate DHA","generic name: multivitamin, prenatal"
"iron products","Multi-Nate DHA Extra","generic name: multivitamin, prenatal"
"iron products","Multigen","generic name: multivitamin with iron"
"iron products","Multigen Folic","generic name: multivitamin with iron"
"iron products","Multigen Plus","generic name: multivitamin with iron"
"iron products","Myferon 150","generic name: iron polysaccharide"
"iron products","Myferon 150 Forte","generic name: multivitamin with iron"
"iron products","MyKidz Iron","generic name: multivitamin with iron"
"iron products","MyKidz Iron 10","generic name: ferrous sulfate"
"iron products","MyKidz Iron FL","generic name: multivitamin with iron and fluoride"
"iron products","Natachew","generic name: multivitamin, prenatal"
"iron products","Nephron-FA","generic name: multivitamin with iron"
"iron products","Niferex Elixir","generic name: iron polysaccharide"
"iron products","Niron Komplete","generic name: multivitamin with iron"
"iron products","NovaFerrum","generic name: multivitamin with iron"
"iron products","NovaFerrum 50","generic name: iron polysaccharide"
"iron products","NovaFerrum Pediatric","generic name: iron polysaccharide"
"iron products","Nu-Iron","generic name: iron polysaccharide"
"iron products","Nu-Iron 150","generic name: iron polysaccharide"
"iron products","Nufera","generic name: multivitamin with iron"
"iron products","Nulecit","generic name: sodium ferric gluconate complex"
"iron products","Nutri-Tab OB","generic name: multivitamin, prenatal"
"iron products","O-Cal Prenatal","generic name: multivitamin, prenatal"
"iron products","OB Complete","generic name: multivitamin, prenatal"
"iron products","OB Complete Premier","generic name: multivitamin, prenatal"
"iron products","OptiNate","generic name: multivitamin, prenatal"
"iron products","Paire OB Plus DHA","generic name: multivitamin, prenatal"
"iron products","Poly-Vi-Flor with Iron","generic name: multivitamin with iron and fluoride"
"iron products","Poly-Vi-Sol with Iron","generic name: multivitamin with iron"
"iron products","Poly-Vita Drops with Iron","generic name: multivitamin with iron"
"iron products","Precare","generic name: multivitamin, prenatal"
"iron products","PreferaOB","generic name: multivitamin, prenatal"
"iron products","PrenaCare","generic name: multivitamin, prenatal"
"iron products","Prenaissance Plus","generic name: multivitamin, prenatal"
"iron products","PrenaPlus","generic name: multivitamin, prenatal"
"iron products","PreNata","generic name: multivitamin, prenatal"
"iron products","Prenatabs Rx","generic name: multivitamin, prenatal"
"iron products","Prenatal 19","generic name: multivitamin, prenatal"
"iron products","Prenatal H","generic name: multivitamin, prenatal"
"iron products","Prenatal Multivitamins","generic name: multivitamin, prenatal"
"iron products","Prenatal Plus Iron","generic name: multivitamin, prenatal"
"iron products","Prenatal Rx 1","generic name: multivitamin, prenatal"
"iron products","Prenate DHA","generic name: multivitamin, prenatal"
"iron products","Prenate Elite","generic name: multivitamin, prenatal"
"iron products","Prenate Essential","generic name: multivitamin, prenatal"
"iron products","Primacare","generic name: multivitamin, prenatal"
"iron products","PR Natal 400 EC","generic name: multivitamin, prenatal"
"iron products","PR Natal 430","generic name: multivitamin, prenatal"
"iron products","Relnate DHA","generic name: multivitamin, prenatal"
"iron products","Renate DHA","generic name: multivitamin, prenatal"
"iron products","Se-Natal 19","generic name: multivitamin, prenatal"
"iron products","Se-Tan DHA","generic name: multivitamin, prenatal"
"iron products","Select-OB","generic name: multivitamin, prenatal"
"iron products","Select-OB+DHA","generic name: multivitamin, prenatal"
"iron products","Slow Release Iron","generic name: ferrous sulfate"
"iron products","Stuart Prenatal with Beta Carotene","generic name: multivitamin, prenatal"
"iron products","Suplevit","generic name: multivitamin with iron"
"iron products","Tandem F","generic name: ferrous fumarate/folic acid/iron polysaccharide"
"iron products","Tandem OB","generic name: multivitamin, prenatal"
"iron products","Taron Forte","generic name: multivitamin with iron"
"iron products","TL Icon","generic name: multivitamin with iron"
"iron products","TriAdvance","generic name: multivitamin, prenatal"
"iron products","TriCare","generic name: multivitamin, prenatal"
"iron products","Tricon","generic name: multivitamin with iron"
"iron products","Trinatal GT","generic name: multivitamin, prenatal"
"iron products","Trinate","generic name: multivitamin, prenatal"
"iron products","Triveen-PRx RNF","generic name: multivitamin, prenatal"
"iron products","Tri Vites with Fluoride and Iron","generic name: multivitamin with iron and fluoride"
"iron products","UltimateCare One NF","generic name: multivitamin, prenatal"
"iron products","Ultra-Natal","generic name: multivitamin, prenatal"
"iron products","Vinate AZ","generic name: multivitamin, prenatal"
"iron products","Vinate Care","generic name: multivitamin, prenatal"
"iron products","Vinate One","generic name: multivitamin, prenatal"
"iron products","Vinate Ultra","generic name: multivitamin, prenatal"
"iron products","Vitafol-OB","generic name: multivitamin, prenatal"
"iron products","Vol-Tab Rx","generic name: multivitamin, prenatal"
"iron products","VP-CH-PNV","generic name: multivitamin, prenatal"
"iron products","Wee Care","generic name: carbonyl iron"
"iron products","Zatean-CH","generic name: multivitamin, prenatal"
"ketolides","Ketek","generic name: telithromycin"
"ketolides","Ketek Pak","generic name: telithromycin"
"laxatives","Citrate of Magnesia","generic name: magnesium citrate"
"laxatives","Constulose","generic name: lactulose"
"laxatives","Doxidan Tablet","generic name: bisacodyl"
"laxatives","Epsom Salt","generic name: magnesium sulfate"
"laxatives","Ex-Lax","generic name: senna"
"laxatives","Feen-A-Mint","generic name: bisacodyl"
"laxatives","Fletchers Castoria","generic name: senna"
"laxatives","Pedia-Lax Liquid Glycerin Suppositories","generic name: glycerin"
"laxatives","PEG-3350 with Electolytes","generic name: polyethylene glycol 3350 with electrolytes"
"laxatives","Peri-Colace","generic name: docusate/senna"
"laxatives","Enulose","generic name: lactulose"
"laxatives","Senokot S","generic name: docusate/senna"
"laxatives","ClearLax","generic name: polyethylene glycol 3350"
"laxatives","Generlac","generic name: lactulose"
"laxatives","Carter's Little Pills","generic name: bisacodyl"
"laxatives","Enemeez Mini","generic name: docusate"
"laxatives","FiberCon","generic name: polycarbophil"
"laxatives","Konsyl","generic name: psyllium"
"laxatives","Purelax","generic name: polyethylene glycol 3350"
"laxatives","Fleet Enema","generic name: sodium biphosphate/sodium phosphate"
"laxatives","Phillips' Milk of Magnesia","generic name: magnesium hydroxide"
"laxatives","Fleet Phospho Soda","generic name: sodium biphosphate/sodium phosphate"
"laxatives","Senna Plus","generic name: docusate/senna"
"laxatives","Milk of Magnesia","generic name: magnesium hydroxide"
"laxatives","PEG3350","generic name: polyethylene glycol 3350"
"laxatives","Colace","generic name: docusate"
"laxatives","MiraLax","generic name: polyethylene glycol 3350"
"laxatives","GaviLyte-G","generic name: polyethylene glycol 3350 with electrolytes"
"laxatives","Citrucel","generic name: methylcellulose"
"laxatives","Clenpiq","generic name: citric acid/magnesium oxide/sodium picosulfate"
"laxatives","Doc-Q-Lax","generic name: docusate/senna"
"laxatives","Suprep Bowel Prep Kit","generic name: magnesium sulfate/potassium sulfate/sodium sulfate"
"laxatives","Metamucil","generic name: psyllium"
"laxatives","Fleet Bisacodyl","generic name: bisacodyl"
"laxatives","Black Draught","generic name: senna"
"laxatives","Duphalac","generic name: lactulose"
"laxatives","Fleet Glycerin Suppositories Adult","generic name: glycerin"
"laxatives","GaviLyte-C","generic name: polyethylene glycol 3350 with electrolytes"
"laxatives","MoviPrep","generic name: polyethylene glycol 3350 with electrolytes"
"laxatives","GoLYTELY","generic name: polyethylene glycol 3350 with electrolytes"
"laxatives","OsmoPrep","generic name: sodium biphosphate/sodium phosphate"
"laxatives","GlycoLax","generic name: polyethylene glycol 3350"
"laxatives","Prepopik","generic name: citric acid/magnesium oxide/sodium picosulfate"
"laxatives","Dulcolax Laxative","generic name: bisacodyl"
"laxatives","Doc-Q-Lace","generic name: docusate"
"laxatives","Senexon","generic name: senna"
"laxatives","GaviLyte-N","generic name: polyethylene glycol 3350 with electrolytes"
